"office","party_detailed","party_simplified","mode","votes","county_name","county_fips","jurisdiction_name","jurisdiction_fips","candidate","district","dataverse","year","stage","state","special","writein","state_po","state_fips","state_cen","state_ic","readme_check"
"US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",47472,"PALM BEACH",12099,"PALM BEACH",12099,"Donald J. Trump","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",35678,"PASCO",12101,"PASCO",12101,"Donald J. Trump","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",72450,"PINELLAS",12103,"PINELLAS",12103,"Donald J. Trump","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",38493,"POLK",12105,"POLK",12105,"Donald J. Trump","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",6115,"PUTNAM",12107,"PUTNAM",12107,"Donald J. Trump","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",16500,"SANTA ROSA",12113,"SANTA ROSA",12113,"Donald J. Trump","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",37352,"SARASOTA",12115,"SARASOTA",12115,"Donald J. Trump","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",27009,"SEMINOLE",12117,"SEMINOLE",12117,"Donald J. Trump","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",24171,"ST. JOHNS",12109,"ST. JOHNS",12109,"Donald J. Trump","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",17052,"ST. LUCIE",12111,"ST. LUCIE",12111,"Donald J. Trump","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",21897,"SUMTER",12119,"SUMTER",12119,"Donald J. Trump","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",4494,"SUWANNEE",12121,"SUWANNEE",12121,"Donald J. Trump","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",2407,"TAYLOR",12123,"TAYLOR",12123,"Donald J. Trump","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",1043,"UNION",12125,"UNION",12125,"Donald J. Trump","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",33774,"VOLUSIA",12127,"VOLUSIA",12127,"Donald J. Trump","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",2755,"WAKULLA",12129,"WAKULLA",12129,"Donald J. Trump","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",5140,"WALTON",12131,"WALTON",12131,"Donald J. Trump","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",2459,"WASHINGTON",12133,"WASHINGTON",12133,"Donald J. Trump","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",281,"ALACHUA",12001,"ALACHUA",12001,"Joe  Walsh","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",11,"BAKER",12003,"BAKER",12003,"Joe  Walsh","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",126,"BAY",12005,"BAY",12005,"Joe  Walsh","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",28,"BRADFORD",12007,"BRADFORD",12007,"Joe  Walsh","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",1041,"BREVARD",12009,"BREVARD",12009,"Joe  Walsh","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",1223,"BROWARD",12011,"BROWARD",12011,"Joe  Walsh","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",5,"CALHOUN",12013,"CALHOUN",12013,"Joe  Walsh","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",311,"CHARLOTTE",12015,"CHARLOTTE",12015,"Joe  Walsh","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",289,"CITRUS",12017,"CITRUS",12017,"Joe  Walsh","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",316,"CLAY",12019,"CLAY",12019,"Joe  Walsh","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",609,"COLLIER",12021,"COLLIER",12021,"Joe  Walsh","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",41,"COLUMBIA",12023,"COLUMBIA",12023,"Joe  Walsh","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",18,"DESOTO",12027,"DESOTO",12027,"Joe  Walsh","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",2,"DIXIE",12029,"DIXIE",12029,"Joe  Walsh","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",979,"DUVAL",12031,"DUVAL",12031,"Joe  Walsh","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",524,"ESCAMBIA",12033,"ESCAMBIA",12033,"Joe  Walsh","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",161,"FLAGLER",12035,"FLAGLER",12035,"Joe  Walsh","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",16,"FRANKLIN",12037,"FRANKLIN",12037,"Joe  Walsh","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",21,"GADSDEN",12039,"GADSDEN",12039,"Joe  Walsh","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",25,"GILCHRIST",12041,"GILCHRIST",12041,"Joe  Walsh","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",12,"GLADES",12043,"GLADES",12043,"Joe  Walsh","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",12,"GULF",12045,"GULF",12045,"Joe  Walsh","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",6,"HAMILTON",12047,"HAMILTON",12047,"Joe  Walsh","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",17,"HARDEE",12049,"HARDEE",12049,"Joe  Walsh","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",23,"HENDRY",12051,"HENDRY",12051,"Joe  Walsh","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",312,"HERNANDO",12053,"HERNANDO",12053,"Joe  Walsh","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",122,"HIGHLANDS",12055,"HIGHLANDS",12055,"Joe  Walsh","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",1646,"HILLSBOROUGH",12057,"HILLSBOROUGH",12057,"Joe  Walsh","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",7,"HOLMES",12059,"HOLMES",12059,"Joe  Walsh","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",319,"INDIAN RIVER",12061,"INDIAN RIVER",12061,"Joe  Walsh","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",26,"JACKSON",12063,"JACKSON",12063,"Joe  Walsh","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",10,"JEFFERSON",12065,"JEFFERSON",12065,"Joe  Walsh","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",6,"LAFAYETTE",12067,"LAFAYETTE",12067,"Joe  Walsh","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",475,"LAKE",12069,"LAKE",12069,"Joe  Walsh","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",1481,"LEE",12071,"LEE",12071,"Joe  Walsh","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",412,"LEON",12073,"LEON",12073,"Joe  Walsh","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",48,"LEVY",12075,"LEVY",12075,"Joe  Walsh","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",2,"LIBERTY",12077,"LIBERTY",12077,"Joe  Walsh","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",10,"MADISON",12079,"MADISON",12079,"Joe  Walsh","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",739,"MANATEE",12081,"MANATEE",12081,"Joe  Walsh","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",550,"MARION",12083,"MARION",12083,"Joe  Walsh","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",344,"MARTIN",12085,"MARTIN",12085,"Joe  Walsh","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",1214,"MIAMI-DADE",12086,"MIAMI-DADE",12086,"Joe  Walsh","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",169,"MONROE",12087,"MONROE",12087,"Joe  Walsh","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",134,"NASSAU",12089,"NASSAU",12089,"Joe  Walsh","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",401,"OKALOOSA",12091,"OKALOOSA",12091,"Joe  Walsh","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",38,"OKEECHOBEE",12093,"OKEECHOBEE",12093,"Joe  Walsh","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",1169,"ORANGE",12095,"ORANGE",12095,"Joe  Walsh","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",334,"OSCEOLA",12097,"OSCEOLA",12097,"Joe  Walsh","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",1533,"PALM BEACH",12099,"PALM BEACH",12099,"Joe  Walsh","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",782,"PASCO",12101,"PASCO",12101,"Joe  Walsh","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",2558,"PINELLAS",12103,"PINELLAS",12103,"Joe  Walsh","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",638,"POLK",12105,"POLK",12105,"Joe  Walsh","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",59,"PUTNAM",12107,"PUTNAM",12107,"Joe  Walsh","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",272,"SANTA ROSA",12113,"SANTA ROSA",12113,"Joe  Walsh","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",984,"SARASOTA",12115,"SARASOTA",12115,"Joe  Walsh","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",578,"SEMINOLE",12117,"SEMINOLE",12117,"Joe  Walsh","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",406,"ST. JOHNS",12109,"ST. JOHNS",12109,"Joe  Walsh","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",335,"ST. LUCIE",12111,"ST. LUCIE",12111,"Joe  Walsh","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",257,"SUMTER",12119,"SUMTER",12119,"Joe  Walsh","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",34,"SUWANNEE",12121,"SUWANNEE",12121,"Joe  Walsh","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",8,"TAYLOR",12123,"TAYLOR",12123,"Joe  Walsh","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",4,"UNION",12125,"UNION",12125,"Joe  Walsh","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",811,"VOLUSIA",12127,"VOLUSIA",12127,"Joe  Walsh","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",34,"WAKULLA",12129,"WAKULLA",12129,"Joe  Walsh","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",90,"WALTON",12131,"WALTON",12131,"Joe  Walsh","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",16,"WASHINGTON",12133,"WASHINGTON",12133,"Joe  Walsh","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",535,"ALACHUA",12001,"ALACHUA",12001,"Bill  Weld","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",15,"BAKER",12003,"BAKER",12003,"Bill  Weld","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",235,"BAY",12005,"BAY",12005,"Bill  Weld","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",25,"BRADFORD",12007,"BRADFORD",12007,"Bill  Weld","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",1914,"BREVARD",12009,"BREVARD",12009,"Bill  Weld","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",1716,"BROWARD",12011,"BROWARD",12011,"Bill  Weld","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",1,"CALHOUN",12013,"CALHOUN",12013,"Bill  Weld","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",477,"CHARLOTTE",12015,"CHARLOTTE",12015,"Bill  Weld","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",480,"CITRUS",12017,"CITRUS",12017,"Bill  Weld","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",392,"CLAY",12019,"CLAY",12019,"Bill  Weld","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",1379,"COLLIER",12021,"COLLIER",12021,"Bill  Weld","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",64,"COLUMBIA",12023,"COLUMBIA",12023,"Bill  Weld","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",17,"DESOTO",12027,"DESOTO",12027,"Bill  Weld","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",9,"DIXIE",12029,"DIXIE",12029,"Bill  Weld","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",1381,"DUVAL",12031,"DUVAL",12031,"Bill  Weld","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",837,"ESCAMBIA",12033,"ESCAMBIA",12033,"Bill  Weld","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",237,"FLAGLER",12035,"FLAGLER",12035,"Bill  Weld","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",20,"FRANKLIN",12037,"FRANKLIN",12037,"Bill  Weld","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",27,"GADSDEN",12039,"GADSDEN",12039,"Bill  Weld","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",26,"GILCHRIST",12041,"GILCHRIST",12041,"Bill  Weld","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",14,"GLADES",12043,"GLADES",12043,"Bill  Weld","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",28,"GULF",12045,"GULF",12045,"Bill  Weld","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",4,"HAMILTON",12047,"HAMILTON",12047,"Bill  Weld","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",10,"HARDEE",12049,"HARDEE",12049,"Bill  Weld","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",21,"HENDRY",12051,"HENDRY",12051,"Bill  Weld","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",368,"HERNANDO",12053,"HERNANDO",12053,"Bill  Weld","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",142,"HIGHLANDS",12055,"HIGHLANDS",12055,"Bill  Weld","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",2657,"HILLSBOROUGH",12057,"HILLSBOROUGH",12057,"Bill  Weld","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",11,"HOLMES",12059,"HOLMES",12059,"Bill  Weld","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",541,"INDIAN RIVER",12061,"INDIAN RIVER",12061,"Bill  Weld","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",34,"JACKSON",12063,"JACKSON",12063,"Bill  Weld","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",15,"JEFFERSON",12065,"JEFFERSON",12065,"Bill  Weld","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",6,"LAFAYETTE",12067,"LAFAYETTE",12067,"Bill  Weld","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",612,"LAKE",12069,"LAKE",12069,"Bill  Weld","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",2366,"LEE",12071,"LEE",12071,"Bill  Weld","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",786,"LEON",12073,"LEON",12073,"Bill  Weld","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",39,"LEVY",12075,"LEVY",12075,"Bill  Weld","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",0,"LIBERTY",12077,"LIBERTY",12077,"Bill  Weld","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",17,"MADISON",12079,"MADISON",12079,"Bill  Weld","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",1248,"MANATEE",12081,"MANATEE",12081,"Bill  Weld","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",634,"MARION",12083,"MARION",12083,"Bill  Weld","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",675,"MARTIN",12085,"MARTIN",12085,"Bill  Weld","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
